# T[yr] dE/E m1[MSun] x1[AU] y1[AU] z1[AU] vx1[2piAU/yr] vy1[2piAU/yr] vz1[2piAU/yr] m2[MSun] x2[AU] y2[AU] z2[AU] vx2[2piAU/yr] vy2[2piAU/yr] vz2[2piAU/yr]
0.09999985050033523 0.08255742604105976 1.0 -2.4094410025546563e-06 -1.8192942787962665e-06 0.0 1.792631628608098e-06 -2.5083772500399413e-06 0.0 2.99e-06 0.8058331112222935 0.6084596250154738 0.0 -0.5995423507050495 0.8389221572039935 0.0 
0.10999983555036875 0.09039072387235217 1.0 -2.2968068038420994e-06 -1.9769000339989836e-06 0.0 1.939678060938675e-06 -2.3973470431277253e-06 0.0 2.99e-06 0.768162810649532 0.6611705799327704 0.0 -0.6487217595112624 0.8017883087383695 0.0 
0.11999982060040228 0.09811878279324149 1.0 -2.1749334191111887e-06 -2.127529565983907e-06 0.0 2.0782915459616693e-06 -2.2780400980262542e-06 0.0 2.99e-06 0.7274024813080903 0.7115483498273937 0.0 -0.6950807846025648 0.7618863204101183 0.0 
0.12999980565043578 0.10573377031883441 1.0 -2.0443507052759808e-06 -2.270662832730678e-06 0.0 2.2079947317280785e-06 -2.151163863519219e-06 0.0 2.99e-06 0.6837293328682215 0.7594190076022336 0.0 -0.738459776497685 0.7194527971636182 0.0 
0.1399997907004693 0.11322795236236001 1.0 -1.9056185121132166e-06 -2.405824242470518e-06 0.0 2.3283748037908986e-06 -2.0174575700104513e-06 0.0 2.99e-06 0.6373306060579325 0.8046234924650563 0.0 -0.77872067016418 0.6747349732476424 0.0 
0.14999977575050283 0.1205938071036662 1.0 -1.7593226272575398e-06 -2.5325846505813286e-06 0.0 2.4390864256611302e-06 -1.8776852587500703e-06 0.0 2.99e-06 0.5884022164740941 0.8470182777863976 0.0 -0.8157479684485385 0.6279883808528661 0.0 
0.15999976080053638 0.1278241330195521 1.0 -1.6060705364426925e-06 -2.650562918496811e-06 0.0 2.539853726605426e-06 -1.7326284535353008e-06 0.0 2.99e-06 0.5371473366029077 0.8864758924738501 0.0 -0.8494494068914469 0.5794743991756858 0.0 
0.1699997458505699 0.13491214875182841 1.0 -1.4464870588458879e-06 -2.7594270121656554e-06 0.0 2.6304712913344143e-06 -1.5830786352769228e-06 0.0 2.99e-06 0.48377493606885935 0.9228852883497178 0.0 -0.8797562847272289 0.5294577375508102 0.0 
0.17999973090060345 0.1418515827361574 1.0 -1.2812099202483243e-06 -2.8588946276745003e-06 0.0 2.7108041369216507e-06 -1.4298296845020578e-06 0.0 2.99e-06 0.42849830108639664 0.9561520493894652 0.0 -0.9066234571644317 0.4782039078602198 0.0 
0.18999971595063697 0.14863675085172406 1.0 -1.1108853276459224e-06 -2.9487333420200483e-06 0.0 2.7807866931169367e-06 -1.2736704550302364e-06 0.0 2.99e-06 0.3715335543966301 0.9861984421471736 0.0 -0.9300289943534906 0.42597674081278797 0.0 
0.19999970100067052 0.15526262075838854 1.0 -9.361636079287697e-07 -3.028760297272187e-06 0.0 2.8404208315790963e-06 -1.115377633953336e-06 0.0 2.99e-06 0.3130981966316961 1.0129633101244775 0.0 -0.9499735222672564 0.37303599797770426 0.0 
0.20999968605070404 0.16172486203966938 1.0 -7.576949703873373e-07 -3.098841436117086e-06 0.0 2.8897730160885194e-06 -9.557090292780249e-07 0.0 2.99e-06 0.2534096890927555 1.0364018180993602 0.0 -0.9664792695948227 0.31963512684883766 0.0 
0.2199996711007376 0.16801988174070623 1.0 -5.761254482758557e-07 -3.158890315651064e-06 0.0 2.928970668369275e-06 -7.953974080671553e-07 0.0 2.99e-06 0.19268409641333023 1.0564850554016938 0.0 -0.9795888522974167 0.2660192000224599 0.0 
0.22999965615077111 0.17414484535430355 1.0 -3.920930687174795e-07 -3.208866534014036e-06 0.0 2.9581978619080846e-06 -6.35144985787073e-07 0.0 2.99e-06 0.1311348055911308 1.0731995097036913 0.0 -0.9893638334140753 0.21242307216958956 0.0 
0.23999964120080466 0.18009768374172405 1.0 -2.0622429317438178e-07 -3.248773810778963e-06 0.0 2.977690468590146e-06 -4.756186431068488e-07 0.0 2.99e-06 0.0689713355098272 1.086546425009687 0.0 -0.9958830998629253 0.15906978030329383 0.0 
0.2499996262508382 0.18587708685820717 1.0 -1.913076286325749e-08 -3.2786577668043784e-06 0.0 2.9877308899102194e-06 -3.174459209132581e-07 0.0 2.99e-06 0.006398248449250507 1.0965410591318996 0.0 -0.9992411003044215 0.10616920431881535 0.0 
0.25999961130087174 0.19148248547140206 1.0 1.6859362478189756e-07 -3.2986034524466636e-06 0.0 2.9886425061161196e-06 -1.6121181905421573e-07 0.0 2.99e-06 -0.05638582768625287 1.1032118570055736 0.0 -0.9995459886675988 0.05391699633920252 0.0 
0.26999959635090526 0.19691402230458938 1.0 3.5637529087692837e-07 -3.308732674631739e-06 0.0 2.980783973336656e-06 -7.456400419379438e-09 0.0 2.99e-06 -0.11918906049395551 1.1065995567330236 0.0 -0.9969177168350022 0.0024937794044746706 0.0 
0.2799995814009388 0.20217251420189752 1.0 5.436631915331788e-07 -3.309201173386929e-06 0.0 2.964543491193639e-06 1.43326819669049e-07 0.0 2.99e-06 -0.18182715435892222 1.1067562452799098 0.0 -0.9914861174560667 -0.04793539119366193 0.0 
0.28999956645097236 0.20725940700084708 1.0 7.29930674127128e-07 -3.300195697175412e-06 0.0 2.940333152405461e-06 2.90691737459413e-07 0.0 2.99e-06 -0.24412397127997545 1.1037443803262252 0.0 -0.9833890141824286 -0.09722131687605791 0.0 
0.2999995515010059 0.21217672481399907 1.0 9.146769785456796e-07 -3.281931023943843e-06 0.0 2.9085834723447333e-06 4.34239832144446e-07 0.0 2.99e-06 -0.30591203295842084 1.097635793961152 0.0 -0.9727703920885397 -0.145230713091788 0.0 
0.3099995365510394 0.2169270153750308 1.0 1.0974283947139348e-06 -3.25464697140225e-06 0.0 2.869738181313557e-06 5.736197102431034e-07 0.0 2.99e-06 -0.36703290793108145 1.0885106927766728 0.0 -0.9597786559577115 -0.1918460569374928 0.0 
0.3199995216010729 0.2215132930060858 1.0 1.2777390929124586e-06 -3.2186054359312245e-06 0.0 2.824249346300983e-06 7.085260966819948e-07 0.0 2.99e-06 -0.4273374892683804 1.0764566675355272 0.0 -0.9445649987628707 -0.2369652497264197 0.0 
0.32999950665110644 0.22593898062485135 1.0 1.4551916475859866e-06 -3.1740874948812404e-06 0.0 2.772572872952175e-06 8.386983509026181e-07 0.0 2.99e-06 -0.4866861697611991 1.0615677240405492 0.0 -0.9272818973084198 -0.28050112070321676 0.0 
0.33999949170113997 0.23020785204357333 1.0 1.629397278532941e-06 -3.1213906021075654e-06 0.0 2.7151644230518787e-06 9.639185878599491e-07 0.0 2.99e-06 -0.5449489225862675 1.0439433451864772 0.0 -0.9080817468400934 -0.3223807986153676 0.0 
0.34999947675117343 0.23432397562967333 1.0 1.7999958355832518e-06 -3.060825901566136e-06 0.0 2.6524757685137473e-06 1.084009482641774e-06 0.0 2.99e-06 -0.6020052961816892 1.023687592497036 0.0 -0.8871156416433938 -0.36254497747216524 0.0 
0.35999946180120695 0.23829166020900716 1.0 1.9666555541909133e-06 -2.9927156788490612e-06 0.0 2.584951590039338e-06 1.1988318340998685e-06 0.0 2.99e-06 -0.6577443325053218 1.0009082537956733 0.0 -0.8645323043609827 -0.40094710170564163 0.0 
0.3699994468512405 0.24211540390671404 1.0 2.129072609880653e-06 -2.9173909658014685e-06 0.0 2.513026717499507e-06 1.3082819578342854e-06 0.0 2.99e-06 -0.7120644180202851 0.9757160420740704 0.0 -0.8404771630433134 -0.4375524942589583 0.0 
0.37999943190127394 0.24579984644394068 1.0 2.2869704993029114e-06 -2.8351893089417284e-06 0.0 2.4371237998092015e-06 1.4122889725880393e-06 0.0 2.99e-06 -0.7648730766899366 0.9482238491443914 0.0 -0.8150915718425423 -0.4723374490261001 0.0 
0.38999941695130746 0.24934972524650184 1.0 2.4400992748829516e-06 -2.7464527083822777e-06 0.0 2.357651384624888e-06 1.5108120370329123e-06 0.0 2.99e-06 -0.8160867140076759 0.9185460563151437 0.0 -0.7885121687708656 -0.5052883066999706 0.0 
0.39999940200134093 0.252769835577105 1.0 2.5882346588139853e-06 -2.6515257303680514e-06 0.0 2.2750023825210593e-06 1.6038375864479222e-06 0.0 2.99e-06 -0.8656303206735734 0.8867979031331282 0.0 -0.760870362047177 -0.5364005305845894 0.0 
0.40999938705137445 0.25606499477799616 1.0 2.731177060551803e-06 -2.550753793439265e-06 0.0 2.1895528862669333e-06 1.69137661123968e-06 0.0 2.99e-06 -0.9134371439972583 0.8530949141937347 0.0 -0.7322919352063321 -0.5656777964012307 0.0 
0.419999372101408 0.25924001060634216 1.0 2.8687505201224852e-06 -2.4444816255895538e-06 0.0 2.101661313254206e-06 1.773462011894101e-06 0.0 2.99e-06 -0.9594483344891253 0.8175523831403195 0.0 -0.7028967602856875 -0.5931311076568899 0.0 
0.42999935715144144 0.2622996535599504 1.0 3.0008015975473378e-06 -2.333051887617146e-06 0.0 2.011667837825749e-06 1.8501460579848066e-06 0.0 2.99e-06 -1.0036125744305475 0.7802849122465376 0.0 -0.6727986079684778 -0.6187779458143164 0.0 
0.43999934220147496 0.26524863302488105 1.0 3.1271982266000432e-06 -2.21680395613101e-06 0.0 1.9198940800188805e-06 1.921497972439943e-06 0.0 2.99e-06 -1.0458856945150645 0.7414060053949871 0.0 -0.6421050434845753 -0.6426414623544958 0.0 
0.44999932725150843 0.26809157702747727 1.0 3.247828549007003e-06 -2.096072858341766e-06 0.0 1.8266430178633662e-06 1.98760165647935e-06 0.0 2.99e-06 -1.0862302839488303 0.7010277118199892 0.0 -0.6109173972787176 -0.6647497178860701 0.0 
0.45999931230154195 0.2708330153393389 1.0 3.362599743137209e-06 -1.971188349798798e-06 0.0 1.7321990916729813e-06 2.04855356552745e-06 0.0 2.99e-06 -1.1246152987080964 0.6592603176584615 0.0 -0.5793307998906291 -0.6851349717483111 0.0 
0.4699992973515755 0.27347736566270836 1.0 3.471436859244937e-06 -1.842474125587495e-06 0.0 1.6368284705666423e-06 2.104460741997552e-06 0.0 2.99e-06 -1.161015671988273 0.6162120821362866 0.0 -0.5474342710925224 -0.7038330240794488 0.0 
0.47999928240160894 0.27602892261349044 1.0 3.574281671458433e-06 -1.7102471551301155e-06 0.0 1.5407794535976792e-06 2.155439007116256e-06 0.0 2.99e-06 -1.1954119302536563 0.5719890150936847 0.0 -0.5153108540460465 -0.7208826110756709 0.0 
0.48999926745164246 0.27849184921769105 1.0 3.671091554972257e-06 -1.5748171305975047e-06 0.0 1.4442829802266639e-06 2.2016113108775117e-06 0.0 2.99e-06 -1.2277898177164737 0.5266946925075272 0.0 -0.4830377860289845 -0.7363248531362916 0.0 
0.499999252501676 0.28087017064254605 1.0 3.7618383953135294e-06 -1.4364860189961023e-06 0.0 1.3475532273353402e-06 2.2431062367355705e-06 0.0 2.99e-06 -1.2581399315429862 0.4804301066876602 0.0 -0.4506866981054649 -0.7502027547610605 0.0 
0.5099992375517095 0.2831677698943575 1.0 3.846507535119618e-06 -1.295547708207721e-06 0.0 1.2507882724587445e-06 2.2800566557068337e-06 0.0 2.99e-06 -1.2864573696052233 0.43329354789555946 0.0 -0.41832383694272385 -0.7625607544170013 0.0 
0.5199992226017429 0.2853883852296228 1.0 3.925096762587864e-06 -1.152287737594475e-06 0.0 1.1541708053410398e-06 2.312598523090251e-06 0.0 2.99e-06 -1.312741392169854 0.3853805142456444 0.0 -0.3860103027896453 -0.7734443221037629 0.0 
0.5299992076517764 0.2875356090431478 1.0 3.99761534463361e-06 -1.006983104207881e-06 0.0 1.0578688722466456e-06 2.3408698099713803e-06 0.0 2.99e-06 -1.3369950985396686 0.3367836468922684 0.0 -0.3538022984102493 -0.7828996019971173 0.0 
0.53999919270181 0.2896128880155248 1.0 4.064083106814607e-06 -8.599021361334394e-07 0.0 9.62036639645521e-07 2.3650095609850427e-06 0.0 2.99e-06 -1.3592251193359888 0.28759268767004714 0.0 -0.3217513844968297 -0.7909730973194125 0.0 
0.5499991777518435 0.2916235243217361 1.0 4.124529561239117e-06 -7.113044250376467e-07 0.0 8.668151659160832e-07 2.3851570694177372e-06 0.0 2.99e-06 -1.379441324829136 0.23789445653433056 0.0 -0.2899047377645763 -0.7977113944540928 0.0 
0.559999162801877 0.29357067772209733 1.0 4.178993082961456e-06 -5.614408105447725e-07 0.0 7.723331715575918e-07 2.401451160580315e-06 0.0 2.99e-06 -1.3976565494854367 0.18777284633604485 0.0 -0.2583054085476895 -0.8031609232710084 0.0 
0.5699991478519104 0.2954573683758028 1.0 4.227520134771349e-06 -4.105534096405922e-07 0.0 6.787078000704417e-07 2.414029574425894e-06 0.0 2.99e-06 -1.4138863326994475 0.137308832655717 0.0 -0.22699257527439518 -0.8073677506441117 0.0 
0.5799991329019439 0.2972864802355443 1.0 4.270164539790719e-06 -2.588756848673236e-07 0.0 5.860453631485711e-07 2.423028438585281e-06 0.0 2.99e-06 -1.4281486755152903 0.08658049661114556 0.0 -0.19600179369517423 -0.8103774042091241 0.0 
0.5899991179519775 0.2990607648988949 1.0 4.306986800892238e-06 -1.066325456286733e-07 0.0 4.944420651386631e-07 2.428581823305576e-06 0.0 2.99e-06 -1.4404638130074372 0.03566305873868727 0.0 -0.16536523917681037 -0.8122347235135706 0.0 
0.599999103002011 0.3007828458081194 1.0 4.338053465636917e-06 4.5959522541125366e-08 0.0 4.0398470286497105e-07 2.430821370175815e-06 0.0 2.99e-06 -1.4508540018852563 -0.015371077772951082 0.0 -0.13511194075751537 -0.8129837358447543 0.0 
0.6099990880520445 0.30245522270477343 1.0 4.3634365351829215e-06 1.9869230538045402e-07 0.0 3.1475133790759084e-07 2.4298759869801803e-06 0.0 2.99e-06 -1.4593433228036523 -0.06645227604697404 0.0 -0.10526800598916078 -0.8126675541739733 0.0 
0.619999073102078 0.3040802762587973 1.0 4.383212915434816e-06 3.513656881305411e-07 0.0 2.2681193926837775e-07 2.4258716015127833e-06 0.0 2.99e-06 -1.4659574968009415 -0.11751360807041453 0.0 -0.07585683587571158 -0.8113282948203288 0.0 
0.6299990581521114 0.3056602728038735 1.0 4.397463908572637e-06 5.037874682974434e-07 0.0 1.4022899507561411e-07 2.418930967700647e-06 0.0 2.99e-06 -1.4707237152416843 -0.168490792072723 0.0 -0.04689932945672709 -0.8090070126089121 0.0 
0.6399990432021451 0.30719736912154716 1.0 4.4062747430154465e-06 6.557731562323938e-07 0.0 5.505809257923466e-08 2.4091735178992713e-06 0.0 2.99e-06 -1.4736704826138611 -0.2193221258302315 0.0 -0.018414077785697168 -0.8057436514713282 0.0 
0.6499990282521786 0.30869361722617034 1.0 4.409734139827004e-06 8.071457664316193e-07 0.0 -2.8651533814147274e-08 2.396715255737104e-06 0.0 2.99e-06 -1.4748274715140475 -0.26994841686676174 0.0 0.009582452780651306 -0.8015770086077271 0.0 
0.659999013302212 0.31015096911112855 1.0 4.407933913555448e-06 9.577356021033886e-07 0.0 -1.1085648631063612e-07 2.3816686843830638e-06 0.0 2.99e-06 -1.4742253891489787 -0.32031291040247056 0.0 0.037075747929978684 -0.7965447104960081 0.0 
0.6699989983522455 0.3115712814241443 1.0 4.40096860550865e-06 1.1073800352279822e-06 0.0 -1.915187188198917e-07 2.364142765588845e-06 0.0 2.99e-06 -1.4718958546851668 -0.3703612157953113 0.0 0.06405308321735513 -0.7906831991935938 0.0 
0.679998983402279 0.3129563200458603 1.0 4.388935147497267e-06 1.2559232840442186e-06 0.0 -2.7060508262586413e-07 2.3442429053108395e-06 0.0 2.99e-06 -1.467871286788383 -0.42004123212181177 0.0 0.09050337211567368 -0.784027727528709 0.0 
0.6899989684523126 0.31430776455139314 1.0 4.371932554124095e-06 1.4032161896325798e-06 0.0 -3.480869016962285e-07 2.3220709621423325e-06 0.0 2.99e-06 -1.4621848007103992 -0.46930307345571187 0.0 0.11641702397867178 -0.7766123619205126 0.0 
0.6999989535023461 0.3156272125393034 1.0 4.350061641757491e-06 1.5491159930281473e-06 0.0 -4.2393957653980856e-07 2.2977252751835884e-06 0.0 2.99e-06 -1.4548701143001637 -0.5180989943237947 0.0 0.1417858115517755 -0.7684699917001969 0.0 
0.7099989385523795 0.3169161838164354 1.0 4.323424772395112e-06 1.6934861140846645e-06 0.0 -4.981422154140859e-07 2.2713007083449e-06 0.0 2.99e-06 -1.4459614623395018 -0.5663833157473791 0.0 0.16660274763012914 -0.7596323439280603 0.0 
0.719998923602413 0.3181761244305193 1.0 4.292125620699552e-06 1.8361959331222373e-06 0.0 -5.706772916130954e-07 2.2428887084157224e-06 0.0 2.99e-06 -1.4354935186286122 -0.6141123522147947 0.0 0.19086197043916242 -0.7501300028146229 0.0 
0.7299989086524465 0.3194084105452665 1.0 4.256268962567172e-06 1.97712057622362e-06 0.0 -6.415303255235513e-07 2.2125773745422867e-06 0.0 2.99e-06 -1.4235013252733009 -0.66124433987412 0.0 0.21455863729884667 -0.7399924329572867 0.0 
0.7399988937024801 0.3206143521551114 1.0 4.215960483673905e-06 2.1161407048959036e-06 0.0 -7.10689590118643e-07 2.1804515370376527e-06 0.0 2.99e-06 -1.4100202286534793 -0.7077393661859206 0.0 0.23768882612663653 -0.7292480056982118 0.0 
0.7499988787525136 0.32179519663870515 1.0 4.171306606525413e-06 2.2531423106839774e-06 0.0 -7.781458385600243e-07 2.1465928437033206e-06 0.0 2.99e-06 -1.3950858215804047 -0.7535593012320991 0.0 0.26024944433445635 -0.7179240279944218 0.0 
0.759998863802547 0.32295213215190316 1.0 4.122414334622472e-06 2.3880165152077278e-06 0.0 -8.438920525951774e-07 2.111079852071837e-06 0.0 2.99e-06 -1.3787338911780833 -0.7986677308387047 0.0 0.2822381446806614 -0.7060467732681732 0.0 
0.7699988488525805 0.32408629086228413 1.0 4.0693911124350136e-06 2.5206593759950053e-06 0.0 -9.079232104662256e-07 2.0739881261869036e-06 0.0 2.99e-06 -1.361000372051843 -0.8430298916371253 0.0 0.3036532476475672 -0.6936415137748845 0.0 
0.779998833902614 0.325198752028287 1.0 4.012344699958849e-06 2.6509716983954536e-06 0.0 -9.70236073084564e-07 2.035390336723011e-06 0.0 2.99e-06 -1.3419213043340625 -0.8866126081590144 0.0 0.3244936699279479 -0.6807325540879637 0.0 
0.7899988189526476 0.3262905449268729 1.0 3.951383060707426e-06 2.7788588537850326e-06 0.0 -1.0308289872710096e-06 1.9953563634122884e-06 0.0 2.99e-06 -1.3215327962232188 -0.9293842320351278 0.0 0.34475885861906685 -0.6673432653552807 0.0 
0.7999988040026811 0.32736265163423656 1.0 3.886614262066347e-06 2.9042306042061997e-06 0.0 -1.0897017049115484e-06 1.9539533988937057e-06 0.0 2.99e-06 -1.2998709906576407 -0.9713145833465548 0.0 0.3644487307396484 -0.65349612003134 0.0 
0.8099987890527146 0.3284160096645662 1.0 3.818146387010655e-06 3.02700093353312e-06 0.0 -1.146855216932544e-06 1.911246053230595e-06 0.0 2.99e-06 -1.2769720357895165 -1.012374894158234 0.0 0.3835636177031921 -0.6392127268329754 0.0 
0.819998774102748 0.329451514472164 1.0 3.746087456253748e-06 3.147087885203896e-06 0.0 -1.202291601055121e-06 1.8672964584582162e-06 0.0 2.99e-06 -1.2528720589477416 -1.0525377542487946 0.0 0.40210421439970606 -0.6245138657050895 0.0 
0.8299987591527815 0.3304700218224739 1.0 3.670545359962148e-06 3.2644134065217043e-06 0.0 -1.25601388234525e-06 1.8221643726251862e-06 0.0 2.99e-06 -1.2276071438000493 -1.0917770590373592 0.0 0.42007153255693985 -0.6094195226171196 0.0 
0.8399987442028151 0.3314723500376691 1.0 3.591627798232162e-06 3.3789031994930386e-06 0.0 -1.308025905632977e-06 1.7759072828823895e-06 0.0 2.99e-06 -1.201213310445539 -1.1300679596966683 0.0 0.43746685807122976 -0.5939489240409335 0.0 
0.8499987292528486 0.3324592821225013 1.0 3.5094422295826613e-06 3.490486578143211e-06 0.0 -1.3583322189305294e-06 1.7285805072517227e-06 0.0 2.99e-06 -1.1737264981881808 -1.1673868154325118 0.0 0.4542917120168995 -0.5781205709871988 0.0 
0.8599987143028821 0.3334315677761028 1.0 3.4240958267729085e-06 3.5990963322261606e-06 0.0 -1.4069379670342043e-06 1.680237294775858e-06 0.0 2.99e-06 -1.1451825507601698 -1.2037111479017257 0.0 0.4705478150616068 -0.5619522725002876 0.0 
0.8699986993529155 0.33438992529535405 1.0 3.3356954393055648e-06 3.704668597226851e-06 0.0 -1.4538487945485275e-06 1.6309289238101958e-06 0.0 2.99e-06 -1.1156172037811252 -1.2390195977347325 0.0 0.48623705503295234 -0.5454611785318386 0.0 
0.879998684402949 0.3353350433753339 1.0 3.244347562022859e-06 3.8071427305395203e-06 0.0 -1.4990707576229172e-06 1.5807047982702692e-06 0.0 2.99e-06 -1.0850660742551366 -1.2732918831235853 0.0 0.501361457398969 -0.5286638121305254 0.0 
0.8899986694529826 0.3362675828122166 1.0 3.1501583092484976e-06 3.9064611936933294e-06 0.0 -1.5426102437407357e-06 1.5296125416929477e-06 0.0 2.99e-06 -1.0535646519225743 -1.3065087604325516 0.0 0.5159231584417177 -0.511576100900652 0.0 
0.8999986545030161 0.33718817811383645 1.0 3.0532333939693726e-06 4.0025694404880355e-06 0.0 -1.584473898948044e-06 1.4776980890086565e-06 0.0 2.99e-06 -1.0211482922974489 -1.3386519867852962 0.0 0.5299243809190783 -0.49421340769520344 0.0 
0.9099986395530496 0.3380974390229426 1.0 2.9536781115896096e-06 4.095415810895881e-06 0.0 -1.624668561954499e-06 1.4250057759551834e-06 0.0 2.99e-06 -0.9878522112339829 -1.3697042845805623 0.0 0.5433674120249161 -0.4765905605201288 0.0 
0.919998624603083 0.3389959519579903 1.0 2.851597327825176e-06 4.184951430581506e-06 0.0 -1.6632012045816107e-06 1.371578426092153e-06 0.0 2.99e-06 -0.9537114808779852 -1.3996493078867915 0.0 0.5562545834721107 -0.4587218816361721 0.0 
0.9299986096531165 0.339884281376101 1.0 2.747095470340231e-06 4.2711301158891344e-06 0.0 -1.7000788780740136e-06 1.3174574353994548e-06 0.0 2.99e-06 -0.9187610268696422 -1.4284716106652628 0.0 0.5685882535364595 -0.440621215852661 0.0 
0.9399985947031501 0.3407629710626319 1.0 2.640276523756827e-06 4.353908284145229e-06 0.0 -1.7353086648275374e-06 1.262682854463361e-06 0.0 2.99e-06 -0.8830356266745237 -1.45615661677098 0.0 0.5803707909122199 -0.42230195801450254 0.0 
0.9499985797531836 0.3416325453515799 1.0 2.5312440276976288e-06 4.433244869125041e-06 0.0 -1.7688976351237266e-06 1.2072934682711912e-06 0.0 2.99e-06 -0.8465699089289724 -1.4826905916806161 0.0 0.591604560242049 -0.4037770796893622 0.0 
0.9599985648032171 0.3424935102808414 1.0 2.420101077547074e-06 4.5091012415328035e-06 0.0 -1.8008528084941532e-06 1.1513268736496127e-06 0.0 2.99e-06 -0.8093983536946732 -1.5080606158972591 0.0 0.6022919091953689 -0.38505915506676075 0.0 
0.9699985498532506 0.3433463546861482 1.0 2.306950327640083e-06 4.581441134347507e-06 0.0 -1.8311811193694541e-06 1.094819554393336e-06 0.0 2.99e-06 -0.771555293525111 -1.5322545599824444 0.0 0.6124351569797505 -0.36616038608472834 0.0 
0.979998534903284 0.34419155123729017 1.0 2.191893996609101e-06 4.650230572889144e-06 0.0 -1.8598893866976123e-06 1.037806954140424e-06 0.0 2.99e-06 -0.7330749152538796 -1.5552610611669386 0.0 0.6220365841798033 -0.347092626802818 0.0 
0.9899985199533176 0.3450295574200551 1.0 2.075033874640076e-06 4.715437809463838e-06 0.0 -1.886984287243684e-06 9.803235470579402e-07 0.0 2.99e-06 -0.6939912624214297 -1.577069501492923 0.0 0.631098423827319 -0.32786740704279 0.0 
0.9999985050033511 0.34586081646710665 1.0 1.9564713324060617e-06 4.777033262450271e-06 0.0 -1.912472332309057e-06 9.224029064074712e-07 0.0 2.99e-06 -0.6543382382628965 -1.5976699874415627 0.0 0.6396228536150691 -0.30849595532022517 0.0 
1.0099984900533845 0.346685758240854 1.0 1.8363073314635914e-06 4.834989459694212e-06 0.0 -1.9363598476325103e-06 8.640777710643973e-07 0.0 2.99e-06 -0.6141496091851473 -1.6170533310014095 0.0 0.6476119891747525 -0.28898922109177233 0.0 
1.0199984751034181 0.3475048000711767 1.0 1.7146424359119033e-06 4.889280986082564e-06 0.0 -1.9586529562579406e-06 8.053801100678232e-07 0.0 2.99e-06 -0.573459008666188 -1.6352110321346376 0.0 0.6550678783471372 -0.26935789634375423 0.0 
1.0299984601534515 0.3483183475506998 1.0 1.5915768251286165e-06 4.939884435173192e-06 0.0 -1.9793575641747203e-06 7.463411852800036e-07 0.0 2.99e-06 -0.532299941514587 -1.6521352625997308 0.0 0.6619924963795051 -0.24961243654849685 0.0 
